comment,entities
"arkadaşlar yorumlarda bazıları memnun olduğunu söylemiş ama ben aynını söyleyemeyeceğim birincisi makina çin üretimi,içindeki parçalar plastik vb kalitesiz parçalar,,aldığımdan beri düzgün kullanmak nasip olmadı..sürekli sorun çıkardı,iki defa tamire gitti.sonuncu bozulmasında artık kaldırıp attım bir kenara en iyi şey biraz daha fazla para verip güvenilir marka almakmış :(","[('yorumlarda', 'ORG'), ('bazıları memnun', 'PERSON'), ('ben aynını söyleyemeyeceğim birincisi makina çin üretimi', 'PERSON'), ('içindeki', 'GPE'), ('çıkardı', 'ORG'), ('iki', 'ORG'), ('kaldırıp attım bir kenara', 'PERSON'), ('şey biraz', 'FAC')]"
Beklentimi karşıladı. Boyutu ve performansı benim için yeterli. Ürünü iyice araştırmadan alanların yorumlarına itibar etmeyin.,"[('Boyutu', 'GPE'), ('benim', 'PERSON')]"
Faturasız geldi. Henüz kullanmadım ama özellikle metal oldugu için aldım.,"[('Henüz', 'PERSON'), ('ama özellikle metal oldugu için', 'ORG')]"
"Yaklaşık 4 senedir kullanıyorum. Bosh, arçelik bir kaç modellerini eskitmişimdir.  Bosh ve arcelikden hangi süpürgeyi alsam 3,5 ay sonra süperge başlıkları kırıldı.  Bu süpürgenin bu kadar zamandır hiç bir yerinde ne arıza nede hasar oldu. 2 yılda bir hepa filtresini degiştirdim sadece o kadar. bu supürgeden sonra küçük ev aletleri markaları hakkında fikrimi degiştirdi. Tek kullanacağım markadır philips.
sizlerde hiç tereddütsüz alabilirsiniz..!","[('Yaklaşık 4 senedir kullanıyorum', 'ORG'), ('kaç modellerini', 'PERSON'), ('3,5', 'CARDINAL'), ('kadar zamandır hiç', 'PERSON'), ('2', 'CARDINAL'), ('degiştirdim sadece', 'ORG'), ('aletleri markaları hakkında fikrimi degiştirdi', 'PERSON'), ('markadır philips', 'PERSON')]"
"ilk defa az önce çalıştırdık önce şarteli attırdı sonra üst tarafı
bozuldu kesinlikle bulaşmayın.","[('ilk defa az', 'PERSON'), ('şarteli attırdı', 'PERSON'), ('sonra üst tarafı', 'PERSON')]"
"Korkmazın malları hakikaten iyidir. markayı görüp atladım. Ama kalitesiz
bişey çıktı. Gerçi bu fiyata da ferrari aramıyordum ama. En azından
marka değerine zarar vermeseydi böyle kalitesiz bişey çıkartarak.
Temizlik için ızgarayı sökmeye tornavida gerekiyor. Oldu mu şimdi?","[('markayı görüp', 'PERSON'), ('Ama kalitesiz\nbişey', 'ORG'), ('Gerçi', 'PERSON'), ('fiyata da ferrari', 'ORG'), ('bişey çıkartarak', 'PERSON'), ('Temizlik', 'ORG'), ('tornavida gerekiyor', 'PERSON'), ('şimdi', 'PERSON')]"
Gayet güzel  bir ürün,"[('Gayet güzel  bir', 'PERSON')]"
Next 2000 internet machinadan bu cihaza gecince buyuk hayal kirikligi yaşadim yazilimlar menu daha kullanisli hale grtirilirse kullanılabilinir,"[('Next 2000', 'DATE'), ('cihaza gecince buyuk', 'ORG')]"
"görüntü olarak çok şık duruyor .ürün çok kısa sürede elime ulaştı, serviste ertesi gün montaj yaptı.
ancak çekim gücü çok hoşuma gitmedi, ses desibeli çok yüksek.","[('görüntü olarak çok şık duruyor', 'PERSON'), ('çok kısa sürede elime', 'ORG'), ('ertesi gün', 'PERSON')]"
Ürün gayet kullanışlı ve kaliteli.,"[('gayet kullanışlı', 'PERSON')]"
"Ürün sandığımdan daha ufak kaybetmemek icin anahtarlık alcam performans
2.0a göre tabiki guzel ama ultraflair dedikleri buysa eğer boşuna para
vermişim bu kadar 18mb bu kadar abartılacak bisey değil on lira fazla
verdim ama değmez yirmi liralıklar işinizi görür o kadar fark yok","[('ufak kaybetmemek icin', 'PERSON'), ('2.0a', 'CARDINAL'), ('boşuna para', 'PERSON'), ('18', 'CARDINAL'), ('bisey değil', 'PERSON')]"
çok çabuk ısınıyor memnun değiliz,"[('çok', 'ORG'), ('çabuk', 'NORP')]"
Paketlemesi çok iyiydi beğendim,"[('çok iyiydi beğendim', 'ORG')]"
robot bıçak kısmı çalışırken oynuyor,[]
İlk kullanımda suya pas tadı verdi,"[('kullanımda suya', 'PERSON')]"
Kesinlikle tavsiye edilir çok çok iyi indirimdeyken aldım harika,"[('Kesinlikle', 'PERSON')]"
"Salı gecesi vermiş olduğum sipariş cuma öğlen elime ulaştı. Öncelikle bu hızlı ve sorunsuz kargodan dolayı hem amazzon a hem de kolay gelsin kargo firmasına çok teşekkür ederim. Ürünü denedim ve çok memnun kaldım. Hem ses seviyesi çok makul hem de çekiş gücü gerçekten çok iyi. En düşük güçte bile rahatlıkla kullanılabilir. En güçlü seviyede resmen halıyı kaldırıyor, yapışıyor adeta. Uzun süreli kullanimim olmadı henüz ama ilk izlenimlerim çok olumlu. Malzeme kalitesi yerinde, ilk kullanimda gücünden dolayı belimi agritmasi dışında bir olumsuzlukla karşılaşmadım. Tekrar hem amazzona hem kolay gelsin kargo ya hem de Arnica ya teşekkür ederim.","[('kargodan dolayı hem', 'PERSON'), ('çok teşekkür', 'ORG'), ('çok memnun kaldım', 'ORG'), ('hem de çekiş', 'ORG'), ('henüz ama ilk izlenimlerim çok', 'PERSON'), ('gücünden dolayı belimi agritmasi dışında bir', 'PERSON'), ('olumsuzlukla karşılaşmadım', 'PERSON'), ('ya hem de Arnica ya teşekkür', 'PERSON')]"
Bu fiyata çok kaliteli urun,[]
"Görselde siyah gri renk gösterildiği halde ürün rengi bordo renkli geldi
paketi açtığımda çok şaşırdım neden kafanıza göre renk gönderiyorsunuz
zamanım olmadığı İÇİN ve fırın gerekli olduğu İÇİN iade işleri ile
uğraşmadım kabul etmek zorunda kaldım mağdur edildim","[('gösterildiği halde', 'PERSON'), ('bordo renkli geldi\npaketi açtığımda', 'ORG'), ('işleri', 'NORP'), ('kabul', 'GPE'), ('zorunda kaldım', 'PERSON')]"
"Güzel ürün fakat elde dağıtmak ve saça eşit yedirmek zor. Biraz katı, ama uygulayabildiğiniz yerlerde işini yapıyor.","[('Güzel', 'NORP'), ('yedirmek zor', 'ORG'), ('Biraz katı', 'PERSON'), ('uygulayabildiğiniz yerlerde işini yapıyor', 'ORG')]"
Ürün üstü çökmüş halde geldi kırıktı yani paketleme berbat iade ettim yıllar oldu hala onaylanmadı,"[('çökmüş halde geldi', 'PERSON')]"
"Bu saati almayı geçtim, almayı düşündüğünüzde internette şunu aratın ""galaxy watch wake-up gesture not working"" ya da ""galaxy watch heart rate monitor not working"" ya da ""galaxy watch pace counter not working"". Sonrasında ne demek istediğimi anlayacaksınız.Defalarca müşteri hizmetleri ile görüştüm, saati sıfırlayıp yeniden kurulum yapmamı söylediler. Bunu yapınca düzeliyor ancak birkaç gün içinde tekrar tüm sensörler devre dışı kalıyor. Ne adım sayıyor, ne nabız sayıyor ne de uyandırma hareketi ile uyanıyor. Renkli kardeşlerimizin 5 liraya sattığı saatlerden hiçbir farkı kalmıyor yani sizin anlayacağınız. Derhal elimdekini iade etmeye çalışacağım. Bir daha samsung asla!!","[('internette şunu', 'PERSON'), ('Sonrasında', 'PERSON'), ('demek istediğimi anlayacaksınız', 'ORG'), ('Defalarca', 'ORG'), ('Bunu', 'PERSON'), ('birkaç gün', 'PERSON'), ('hareketi ile', 'PERSON'), ('Renkli', 'GPE'), ('saatlerden hiçbir farkı kalmıyor', 'PERSON')]"
Ürün gelmedi ki begeneyim,"[('gelmedi ki', 'PERSON')]"
Olumsuz yönleri: Sans mi ihmal mi anlamadım? Ürünü 1 kere kullandım 2. Ye çekmedı. Motordan ses gelıyor. Umarım servisi iyidir,"[('Olumsuz', 'ORG'), ('yönleri', 'NORP'), ('Sans', 'NORP'), ('1', 'CARDINAL'), ('2', 'CARDINAL'), ('Motordan', 'PERSON')]"
2017 de aldım ama samsung aldığım için pişmanım şimdiki akllım olsa xaomi alırdım. dayanıklı olması güzel tarafı şu ana kadar sıkıntı çıkarmadı,"[('2017', 'DATE'), ('samsung aldığım', 'ORG'), ('şimdiki', 'ORG'), ('dayanıklı olması güzel tarafı', 'PERSON'), ('ana kadar', 'PERSON')]"
bayılıyorum bu ürüne çeyizime almak için sabırsızlanıyorum.,[]
Avantajlar : 5 yıl garanti<br />Dezavantajlar : Kargo süresi<br />5 yıl garantili olması güzel bir özellik.,"[('5', 'CARDINAL'), ('Kargo', 'PERSON')]"
çok beğenmedim ben kupkuru oluyor,"[('çok beğenmedim ben kupkuru', 'PERSON')]"
Ürünün paketlemesi çok güzeldi. Çok güzel geldi tavsiye üzerine aldım umarım memnun kalırım.,"[('Ürünün', 'NORP'), ('çok güzeldi', 'PERSON'), ('Çok güzel geldi tavsiye', 'PERSON'), ('üzerine aldım', 'ORG'), ('umarım memnun kalırım', 'PERSON')]"
"31.10.2018 tarihinde Arçelik ten 720 Lt 283720 MB buzdolabı satın aldım. Aldığım günden bu yana servis  bizim ailenin bir parçası oldu evden çıkmadı. Buzdolabında değişmeyen parça kalmadı. Yetkili Servis bu sefer bize çok iyi birekibi olduğunu söyleyerek yeni bir ekip yolladı. Bu ekip birkeç günlük testler yaptı ve dedi ki; “Sizin bu buzdolabı çalışmaz, bugüne kadar hep zehirli yiyecek yemişsiniz. Çünkü derin dondurucu bölümündeki her şey  bir donuyor bir çözülüyor ve zehirli hale geliyor. onarımı mümkün değil değişmesi lazım dedi” ve dolabımız 07.07.2020 tarihinde değişim kararı verildi. 17.08.2020 tarihinde yeni gelen buzdolabımız, diğer buzdolabımızı aratmaya başladı. Buzdolabında hiçbir soğutma emaresi yok. Anlayacağınız eski buzdolabımızı aramaya başladık. Diğeri bazen ayda bir iki gün soğutuyordu. Bunda ise hiçbir emare yok. Tekrar servis çağırdık 20.08.2020 tarihinde tekrar değişim verildi. Bu sefer de bu dolabınızdan stokta yok üstünü verelim dediler tamam dedik. Defalarca aramam sonucu 15 gün sonra benden utanmadan sıkılmadan 2.800,00 TL fark verirseniz siparişinizi oluştururuz. Çarasiz kabul ettim ve yatırdı. Buzdolabı mı hala gelmedi.
Arçeliğe hakkımı helal etmiyorum. Aldıkları para haram olsun.
Bir daha Arçelik mi ASLAAAAAAA.","[('31.10.2018', 'CARDINAL'), ('Arçelik', 'PERSON'), ('283720', 'DATE'), ('Buzdolabında', 'GPE'), ('Yetkili Servis', 'PERSON'), ('birekibi olduğunu', 'PERSON'), ('yeni', 'NORP'), ('günlük testler', 'PERSON'), ('Sizin', 'GPE'), ('hep zehirli', 'PERSON'), ('onarımı mümkün değil', 'PERSON'), ('07.07.2020', 'CARDINAL'), ('değişim kararı verildi', 'PERSON'), ('17.08.2020', 'CARDINAL'), ('yeni', 'NORP'), ('gelen buzdolabımız', 'PERSON'), ('Buzdolabında', 'GPE'), ('Anlayacağınız eski buzdolabımızı aramaya başladık', 'PERSON'), ('Diğeri', 'GPE'), ('iki gün', 'ORG'), ('Bunda', 'PERSON'), ('20.08.2020', 'CARDINAL'), ('dolabınızdan stokta', 'PERSON'), ('Defalarca', 'ORG'), ('15', 'CARDINAL'), ('2.800,00', 'CARDINAL'), ('Çarasiz kabul', 'PERSON'), ('hala gelmedi', 'PERSON'), ('Arçeliğe hakkımı', 'PERSON'), ('Aldıkları', 'NORP'), ('Arçelik', 'PERSON')]"
"Ürün yeni ama boyaları dökülmüş. Bundan dolayı kullanılmış hissi
veriyor. Bağ evinde kullanılacağı için iade etmedim.","[('Bundan', 'PERSON'), ('kullanılmış hissi\nveriyor', 'PERSON')]"
cok kullanisli 1 yildir kullaniyorum hic bir problem yaşamadım. tavsiye ederim.,"[('1', 'CARDINAL')]"
"Avantajlar : basslar çok iyi
									,	
								
									batarya çok iyi
									,	
								
									malzeme kalitesi çok iyi<br />Dezavantajlar : yok<br />f/p ürünü","[('kalitesi çok', 'PERSON')]"
Olumsuz yönleri: hizmetinizden memnun kalmadım,"[('Olumsuz', 'ORG'), ('hizmetinizden', 'GPE')]"
"Severek ve. yorumları okuyarak aldım. Ama ‘işte o kısım sorunlu. 1 aydır kullanıyorum ve kalp ritmi, koşu ve yürüyüş mesafesi , kalori hesaplama hep hatalı. Eğer spor için bir arkadaş arıyorsanız bu cihaz o cihaz değil. Evet sevimli, kolay bağlanıyor  7 plus bir iphone ile başarılı bağlanıyor ama kendi kendine kapanıyor. Tekrar başlatınca da donup kalıyor. İndoor koşu yürüyüş  spor için iyi değil. Fiyatı bir apple watch veya Garmin, Polar değil ama dikkat edin. Hiç memnun değilim ve 1 ayda bozuldu. Geri alacaklarını bilsem iade ederim ama almazlar. Bilinen rüştünü ispat etmiş markalardan şaşmamak lazım. Ben bir hata yaptım siz yapmayın.","[('Severek', 'PERSON'), ('yorumları', 'NORP'), ('1', 'CARDINAL'), ('kalp ritmi', 'PERSON'), ('koşu ve yürüyüş mesafesi', 'ORG'), ('hesaplama hep hatalı', 'PERSON'), ('kendi kendine kapanıyor', 'PERSON'), ('Garmin', 'GPE'), ('dikkat edin', 'PERSON'), ('Hiç memnun değilim', 'PERSON'), ('1', 'CARDINAL'), ('Geri alacaklarını bilsem iade ederim', 'ORG'), ('ispat', 'GPE'), ('Ben', 'PERSON')]"
"Yaklaşık 15 yıl önce kullandığımız Tefal Rondo ile kıyasladığımda, maalesef o dönemdeki tokluk, işçilik ve malzeme kalitesinin olmadığını söyleyebilirim. Maliyet azaltımı ve kısa süreli kullanılsın ki yenisini satalım anlayışını bariz şekilde fark ediyorsunuz. Güncel estetik anlayışının dokunuşu mevcut, lakin yeni nesil SUV' lar gibi zor kullanım için değil, asfalt için tasarlanmış gibi :) 
Yine de seçenekler arasında alınabilir ürünlerden birisi, uygun fiyatlı bulunduğunda tercih edilebilir. Ancak beklentinizi çok yüksek tutmayın.","[('Yaklaşık', 'WORK_OF_ART'), ('15', 'CARDINAL'), ('Tefal Rondo', 'ORG'), ('ile kıyasladığımda', 'PERSON'), ('dönemdeki tokluk', 'PERSON'), ('kalitesinin olmadığını söyleyebilirim', 'ORG'), ('Maliyet', 'PERSON'), ('yenisini', 'PERSON'), ('dokunuşu mevcut', 'PERSON'), (""lakin yeni nesil SUV'"", 'PERSON'), ('için değil', 'PERSON'), ('Yine de seçenekler arasında', 'PERSON'), ('ürünlerden birisi', 'PERSON'), ('Ancak', 'PERSON'), ('yüksek tutmayın', 'PERSON')]"
fiyatına göre çok güzel,[]
"Güzel ürün, kullanışlı teşekkürler.","[('Güzel', 'NORP'), ('kullanışlı', 'PERSON')]"
Ürün çok güzel ve kaliteli çok güzel tost yapıyor herkese tavsiye ederim,"[('çok güzel', 'PERSON'), ('kaliteli çok', 'PERSON'), ('yapıyor', 'ORG'), ('herkese', 'NORP')]"
Ürün çok iyi cıktı kargo zamanında geldi ambalajı sağlamdı eski makinem çok kötüydü aradaki farkı gördüm pişman olmayacağınız bi ürün,"[('zamanında geldi', 'PERSON'), ('eski makinem çok', 'PERSON'), ('aradaki', 'PERSON')]"
iyi bir telefon.,[]
çok ağır ve kaba kullanımı çok zor,"[('çok ağır', 'ORG'), ('kaba', 'ORG')]"
"Üründen genel olarak memnunuz; fakat içindeki bıçakları sarılmadığı için
haznesinin iç kısmında bazı küçük çizikler var. Bıçağının mutlaka
sarılması lazım.","[('Üründen', 'PERSON'), ('içindeki bıçakları', 'PERSON'), ('bazı küçük çizikler', 'PERSON'), ('Bıçağının', 'GPE')]"
"ürün kırık geldi gönderdim reddedildi .çünkü kutuda hasar yok plastik
aksamlı rondo içinde top gibi oynuyordu ve kırılmıştı hiç bir önlem
yoktu kutu tertemiz ama ürün açtım ki kırık bu yüzden üründe geri almadı
kargo kabul etmedi","[('kırık geldi gönderdim reddedildi', 'PERSON'), ('yok', 'ORG'), ('gibi', 'GPE'), ('kırılmıştı', 'NORP'), ('açtım ki', 'PERSON'), ('kabul', 'GPE')]"
urun fiyatina göre iyi.,[]
Bu fiyata en iyisi,[]
Bu ısıtıcılar havayı ısıtmıyor ortamda açık olduğu sürece ısı sağlıyor dolayısıyla kapattığınız an içerisi hemen soğuyor. 15-20 metrekare odalar için uygun diyebilirim üzerisi için yetersiz olacaktır ayrıca ben ikinci kez sipariş verdim ilk gelen ürün çok sesli çalışıyordu geri yolladım ikinci siparisimdeki nispeten daha sessiz çıktı.,"[('içerisi', 'NORP'), ('15-20', 'CARDINAL'), ('yetersiz olacaktır', 'PERSON'), ('ben ikinci', 'PERSON'), ('çok sesli çalışıyordu', 'ORG')]"
Çekim gücü çok zayıf ama şık bir ürün,"[('çok zayıf', 'LOC')]"
Oyunlar için normal bir seviyede başarılı bir ürün ancak sesi biraz fazla açarsanız bas aşırı vurup boğuluyor. Bas ayarı olmaması kötü.,"[('Bas', 'PERSON')]"
ALT SUYUNU KENDİNİZ KAYNAT TUŞUNA BASMADAN KAYNAR HALDE TUTMUYOR. ÇAYI ÇOK LEZZETLİ GELMEDİ. İŞ YERİMİZ İÇİN ALDIK AMA MEMNUN KALMADIK,"[('KAYNAT', 'GPE'), ('GELMEDİ', 'ORG')]"
Fiyat performans muhteşem,[]
Ürünü bugün teslim aldım ancak dolabın yanları aşırı ısınıyor bu normal mi kullanan arkadaşlar konuyla ilgili bi bilgi verirseniz sevinirim,"[('yanları aşırı ısınıyor bu normal mi kullanan', 'PERSON')]"
Ürün kırık teslim edildi.,[]
kasa ve anten plastik malzeme kalitesi düşük.cihazı wifi yayım kuvveti fena değil.yaz mevsiminde ısısına dikkat edilmeli.,"[('kasa', 'ORG'), ('kalitesi', 'GPE'), ('yayım kuvveti', 'PERSON'), ('ısısına', 'GPE')]"
ALMAYIN DERİM.,[]
Tek kelimeyle harika bir ütü yorumları okudum  olumsuz diyen arkadaşlar kargo ve paketleme ve de aldıkları firma memnuniyetsizliği  ütü için  olumsuz dönüş yok gibi,"[('paketleme ve de aldıkları firma memnuniyetsizliği  ütü', 'PERSON')]"
ürün hem fiyat hem performans acısından güzel,"[('performans', 'NORP')]"
Bu fiyata kacırılmaz,[]
"ürün ödemesini yapıyorsunuz daha sonra 15 dakika içerisinde Biri sizi
arıyor ve diyor ki siparişinizi aldık en geç 24 saat içerisinde ürün
elinizde olacak kibarca bilgi veriyor yönlendiriyor sizin adınıza Bosch
yetkili servisini arıyorlar ürün 24 saat içerisinde elime ulaştı Horoz
Lojistik tarafından getirildi daha sonra Bosch yetkili servisi gelip
kurulumu yaptı hiçbir sorun yaşamadım yetkili bayi ile aynı Depodan
gelen ürün yetkili bayiden yüzde yirmi beş daha ucuza aynı teslimat
kanalıyla elime ulaştı satıcıya teşekkür ederim","[('15', 'CARDINAL'), ('24', 'CARDINAL'), ('yönlendiriyor sizin', 'PERSON'), ('Bosch', 'PRODUCT'), ('24', 'CARDINAL'), ('Horoz\nLojistik', 'PERSON'), ('Bosch', 'ORG'), ('gelip\nkurulumu yaptı hiçbir sorun', 'PERSON'), ('Depodan', 'ORG'), ('yetkili bayiden', 'PERSON'), ('yirmi beş', 'PERSON')]"
Sahaaaaneee,[]
şaban sakallı,"[('şaban sakallı', 'ORG')]"
Süper hızlı satıcı paketleme güzel ellerine sağlık,[]
"ürün camının köşede öss az bir kısmı çatlamış. Ürün çift motorlu
olmasına rağmen çekmiyor gibi.","[('camının köşede öss az', 'PERSON'), ('Ürün', 'PERSON'), ('gibi', 'GPE')]"
"Küçük ve ince kılları bile çok zor alıyor. Çin malı, seyyarda satılan traş makineleri bile daha iyi. 1,5 aydır kullanıyorum ve kullanışsız olduğuna emin oldum. Tavsiye etmiyorum.","[('Küçük', 'PERSON'), ('çok zor', 'ORG'), ('seyyarda satılan', 'PERSON'), ('makineleri bile', 'PERSON'), ('1,5', 'CARDINAL'), ('aydır kullanıyorum', 'PERSON'), ('olduğuna', 'GPE')]"
Avantajlar : Fiyat<br />Dezavantajlar : Kargolama berbat<br />Ürüne kavusamadik ki yorum yapalım.stoktan hızlı gönderi aldık 3. Gün hala yok .bilgi verende yok,"[('kavusamadik ki', 'PERSON'), ('yapalım.stoktan', 'PERSON'), ('3', 'CARDINAL')]"
ürün fiyatına göre çok iyi bence. 3 günde elime ulaştı. Herkese tavsiye ederim..,"[('3', 'CARDINAL'), ('Herkese', 'NORP')]"
"iki sene önce aldım günlük kullanım için süper  sosyal medya haberler YouTube gibi ama oyun için yeterli olmayabilir. Metal kasası premium hissi veriyor. Ekran kalitesi net, kamera da  gayet iyi, bana göre Samsung un keyifle kullandığım en iyi telefon. Eksi yönü telefon hoparlör ve tek elle kullanımı biraz zor.","[('iki', 'ORG'), ('günlük kullanım', 'PERSON'), ('için', 'DATE'), ('YouTube', 'ORG'), ('hissi', 'ORG'), ('bana', 'GPE'), ('Samsung', 'ORG'), ('un', 'ORG'), ('tek elle kullanımı biraz zor', 'ORG')]"
cok memnun kaldim..ilginiZe ve musteriye verilen onem icin ayrica tesekkur ederim,"[('memnun kaldim', 'ORG'), ('verilen onem', 'PERSON'), ('ayrica tesekkur', 'PERSON')]"
Üzücü memnun değilim ocağından bozuk geldi aspatör 3 gün sonra ses çıkarmaya başladııı....😤,"[('ocağından bozuk geldi', 'PERSON'), ('3', 'CARDINAL')]"
Ürün gayet şık ve güzel sitede yer alan görseli ile birebir fakat ürün koli içi kontrol edilmemiş ve kırık,"[('alan görseli ile birebir', 'PERSON'), ('koli', 'GPE')]"
Saçmalarınıza fon çekmek icin uygun tarak başarılı fiyatı çok iyi memnunum,"[('tarak', 'ORG'), ('çok', 'ORG')]"
"üründe sıkıntı yok ama paketleme biraz daha iyi olabilirdi , ayrıca ürün faturasını ve garanti belgesini beklemekteyim , fatura ve garanti belgeside gelirse sorun kalmayacak","[('paketleme biraz', 'ORG')]"
Hayır içi kırıktı,"[('Hayır', 'ORG')]"
tableti 2016 yılının Aralık ayında aldık. şu an halâ çalışıyor. sadece 1 kere yeniledik. tavsiye ederim.,"[('2016', 'DATE'), ('Aralık', 'ORG'), ('1', 'CARDINAL')]"
mükemmel.,"[('mükemmel', 'PERSON')]"
Ses kalitesi okadar düşük ki 5 liralık kulakliklar on basar buna kimseye tavsiye etmiyorum aldigim için çok pismanim kargo isleri ile uğraşmaya vaktim olmadığı için ürünü iade edemedim para çöpe gitti açıkçası tv bilgisayar telefon ses sistemi hepsinde denedim ama ses cok az,"[('5', 'CARDINAL'), ('için', 'DATE'), ('isleri ile uğraşmaya vaktim olmadığı', 'PERSON'), ('edemedim', 'ORG')]"
